accuracy,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
0.5171640515327454,0.6916238069534302,0.02473592199385166,0.024956678971648216,0.5373076796531677,0.536223292350769,0.5224180221557617,0.6907716393470764,0.023560285568237305,0.024181870743632317,0.5138461589813232,0.5249062180519104
0.5172073245048523,0.69160395860672,0.02473878674209118,0.024958908557891846,0.5373076796531677,0.5364481210708618,0.5224180221557617,0.6907457113265991,0.023593299090862274,0.024181870743632317,0.5138461589813232,0.5252478122711182
0.517250657081604,0.6915880441665649,0.024731634184718132,0.024978112429380417,0.5376923084259033,0.5366041660308838,0.5228680968284607,0.6907235980033875,0.023654937744140625,0.024135680869221687,0.5123077034950256,0.5262262225151062
0.5172765851020813,0.6915745139122009,0.024727139621973038,0.024945499375462532,0.5369230508804321,0.5366026759147644,0.5229027271270752,0.6907048225402832,0.02367413602769375,0.023999419063329697,0.5092307925224304,0.5266067981719971
0.5175362825393677,0.6915634274482727,0.024724310263991356,0.024992849677801132,0.5376923084259033,0.5365389585494995,0.5230066180229187,0.6906887292861938,0.023684119805693626,0.02407367154955864,0.510769248008728,0.526625394821167
0.5174670219421387,0.6915535926818848,0.02472962997853756,0.024938324466347694,0.5365384817123413,0.536676287651062,0.5236990451812744,0.6906744837760925,0.02370433509349823,0.024108633399009705,0.510769248008728,0.5268776416778564
0.5174583792686462,0.6915450692176819,0.024736760184168816,0.024954862892627716,0.5369230508804321,0.5367521643638611,0.5237683057785034,0.6906617879867554,0.023693757131695747,0.02411213517189026,0.510769248008728,0.526975154876709
0.5174756646156311,0.6915382742881775,0.0247529037296772,0.024955755099654198,0.5369230508804321,0.5370072722434998,0.5237683057785034,0.6906509399414062,0.02371455729007721,0.02411213517189026,0.510769248008728,0.5269343852996826
0.5174151062965393,0.6915315985679626,0.02475517801940441,0.024969615042209625,0.5373076796531677,0.536984920501709,0.5240799188613892,0.6906409859657288,0.02372359298169613,0.024197064340114594,0.5123077034950256,0.5267611742019653
0.5172765851020813,0.6915259957313538,0.024771492928266525,0.024945499375462532,0.5369230508804321,0.5370728969573975,0.5239760279655457,0.6906320452690125,0.023734215646982193,0.024053484201431274,0.5092307925224304,0.5264185667037964
0.5172592997550964,0.6915215849876404,0.02476438507437706,0.02492762915790081,0.5365384817123413,0.5370941162109375,0.5241145491600037,0.6906240582466125,0.02376507967710495,0.024129660800099373,0.510769248008728,0.5270296335220337
0.5174064040184021,0.6915170550346375,0.024774983525276184,0.024935204535722733,0.5365384817123413,0.5371668338775635,0.5240452885627747,0.6906168460845947,0.02377600595355034,0.024264438077807426,0.5138461589813232,0.5270330905914307
0.5175535678863525,0.6915131211280823,0.024759702384471893,0.024942783638834953,0.5365384817123413,0.5371741056442261,0.5239760279655457,0.6906101107597351,0.02378041483461857,0.02426091395318508,0.5138461589813232,0.5270949602127075
