accuracy,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
0.39190873503685,0.8016961812973022,0.0212892796844244,0.021365707740187645,0.5807692408561707,0.4823485314846039,0.3838244080543518,0.7520304918289185,0.021412594243884087,0.021914904937148094,0.6046153903007507,0.4819353520870209
0.3662361800670624,0.7318230271339417,0.021465174853801727,0.02176504023373127,0.6180769205093384,0.48591864109039307,0.3817470371723175,0.7123854756355286,0.021431028842926025,0.022001221776008606,0.6092307567596436,0.48506253957748413
0.3941851556301117,0.7052512168884277,0.022107822820544243,0.02231389656662941,0.6053845882415771,0.4973818063735962,0.4550773799419403,0.6972938179969788,0.022495588287711143,0.0224697757512331,0.5461538434028625,0.501392126083374
0.46877920627593994,0.6977695822715759,0.02318897470831871,0.02380450814962387,0.5649999976158142,0.5164862871170044,0.4889381229877472,0.6927711367607117,0.023480279371142387,0.023502398282289505,0.5353845953941345,0.5123932957649231
0.47246649861335754,0.6955251097679138,0.024057447910308838,0.024404557421803474,0.5757692456245422,0.5260586738586426,0.49873629212379456,0.6910918951034546,0.0235662292689085,0.02343534678220749,0.5230769515037537,0.5125661492347717
0.48445451259613037,0.6941394805908203,0.024169819429516792,0.024492453783750534,0.564230740070343,0.5269596576690674,0.508049726486206,0.6903547048568726,0.023681901395320892,0.023744292557239532,0.5199999809265137,0.5157806873321533
0.4938718378543854,0.6930895447731018,0.024219520390033722,0.024347055703401566,0.550000011920929,0.5273351669311523,0.5175016522407532,0.6901388168334961,0.02357673831284046,0.02373100072145462,0.5092307925224304,0.515510082244873
0.49999135732650757,0.692503809928894,0.024322938174009323,0.024217335507273674,0.5400000214576721,0.5268861055374146,0.5234913229942322,0.6901741623878479,0.023684903979301453,0.02409813366830349,0.510769248008728,0.5162266492843628
0.5041979551315308,0.6922945380210876,0.02436978369951248,0.024223441258072853,0.5353845953941345,0.5269031524658203,0.529273271560669,0.6902318000793457,0.02351309359073639,0.024463707581162453,0.5123077034950256,0.5159507393836975
0.5055222511291504,0.6922381520271301,0.02442602999508381,0.024221694096922874,0.5338461399078369,0.5268039703369141,0.5308659076690674,0.6902590990066528,0.023651733994483948,0.02468680962920189,0.5153846144676208,0.5167096853256226
0.5060156583786011,0.6922271847724915,0.024410774931311607,0.02417931891977787,0.5323076844215393,0.5270984768867493,0.5312121510505676,0.6902704834938049,0.023719239979982376,0.024775106459856033,0.5169230699539185,0.5174542665481567
0.5062406659126282,0.6922273635864258,0.024402931332588196,0.02415703795850277,0.5315384864807129,0.5267051458358765,0.5316622257232666,0.6902765035629272,0.023682136088609695,0.02486901357769966,0.5184615254402161,0.5175586342811584
0.5063445568084717,0.6922304034233093,0.024381399154663086,0.02419538050889969,0.5323076844215393,0.5266107320785522,0.5318699479103088,0.6902810335159302,0.023693794384598732,0.024880029261112213,0.5184615254402161,0.5173587203025818
0.5063359141349792,0.6922333240509033,0.02438243478536606,0.024194957688450813,0.5323076844215393,0.526574432849884,0.5318699479103088,0.6902847290039062,0.02368808537721634,0.024950172752141953,0.5199999809265137,0.5173755884170532
0.5063531994819641,0.6922354102134705,0.024384627118706703,0.024212440475821495,0.5326923131942749,0.5265926122665405,0.5318699479103088,0.6902876496315002,0.023685602471232414,0.024950172752141953,0.5199999809265137,0.5173908472061157
0.5063272714614868,0.6922369003295898,0.0243738554418087,0.02421117015182972,0.5326923131942749,0.526519775390625,0.5318699479103088,0.6902897953987122,0.023691780865192413,0.024950172752141953,0.5199999809265137,0.5175244212150574
