dataset,n_features,best_threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
../PCA/fraud_pca_95_variance.csv,11,0.5000000000000001,0.5089463771327277,0.02440258644925499,0.5344827586206896,0.04667419476259612,0.5253390921846115,0.02433072723203148
../fraud_preprocessing/fraud_prepared_numeric.csv,55,0.1,0.022490582760912918,0.022490582760912918,1.0,0.04399176508830859,0.509998027016268,0.024133246055699664
../wrapper/fraud_selected_features_rfecv.csv,17,0.5000000000000001,0.7252382007533791,0.024733876017532873,0.291871921182266,0.045603232634212044,0.5182381478603002,0.02366593420810636
